tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
26.0.4,26.0.4,2024-10-30 09:34:13+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.0.4,False,False
26.0.5,26.0.5,2024-11-01 09:27:28+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.0.5,False,False
26.0.6,26.0.6,2024-11-22 05:40:24+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.0.6,False,False
26.0.7,26.0.7,2024-12-03 07:16:20+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.0.7,False,False
26.0.8,26.0.8,2025-01-13 16:08:09+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.0.8,False,False
26.1.0,26.1.0,2025-01-15 10:45:14+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.0,False,False
26.1.1,26.1.1,2025-02-05 09:38:45+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.1,False,False
26.1.2,26.1.2,2025-02-11 08:50:51+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.2,False,False
26.1.3,26.1.3,2025-02-28 10:04:13+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.3,False,False
26.1.4,26.1.4,2025-03-13 15:41:42+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.4,False,False
26.1.5,26.1.5,2025-04-11 07:58:34+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.1.5,False,False
26.2.0,26.2.0,2025-04-11 12:48:27+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.0,False,False
26.2.1,26.2.1,2025-04-23 12:17:17+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.1,False,False
26.2.2,26.2.2,2025-04-30 06:14:22+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.2,False,False
26.2.3,26.2.3,2025-05-05 11:12:36+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.3,False,False
26.2.4,26.2.4,2025-05-08 09:10:10+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.4,False,False
26.2.5,26.2.5,2025-05-28 06:49:43+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.2.5,False,False
26.3.0,26.3.0,2025-07-02 12:26:44+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.0,False,False
26.3.1,26.3.1,2025-07-09 15:41:43+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.1,False,False
26.3.2,26.3.2,2025-07-24 10:14:27+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.2,False,False
26.3.3,26.3.3,2025-08-20 10:12:51+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.3,False,False
26.3.4,26.3.4,2025-09-12 13:28:51+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.4,False,False
26.3.5,26.3.5,2025-09-25 06:23:28+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.3.5,False,False
26.4.0,26.4.0,2025-09-30 11:49:13+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.0,False,False
26.4.1,26.4.1,2025-10-16 07:21:53+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.1,False,False
26.4.2,26.4.2,2025-10-23 06:59:32+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.2,False,False
26.4.4,26.4.4,2025-11-07 08:55:27+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.4,False,False
26.4.5,26.4.5,2025-11-12 15:24:23+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.5,False,False
26.4.6,26.4.6,2025-11-25 17:32:43+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.6,False,False
26.4.7,26.4.7,2025-12-01 08:14:11+00:00,main,https://github.com/keycloak/keycloak/releases/tag/26.4.7,False,False
