tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
v4.3.0,v4.3.0,2017-05-23T10:30:18Z,main,https://github.com/grafana/grafana/releases/tag/v4.3.0,False,False
v4.3.0-beta1,v4.3.0-beta1,2017-05-12T11:42:02Z,main,https://github.com/grafana/grafana/releases/tag/v4.3.0-beta1,False,True
v4.2.0,v4.2.0,2017-03-22T12:06:46Z,main,https://github.com/grafana/grafana/releases/tag/v4.2.0,False,False
v4.2.0-beta1,v4.2.0-beta1,2017-02-27T12:03:34Z,main,https://github.com/grafana/grafana/releases/tag/v4.2.0-beta1,False,True
v4.1.2,v4.1.2,2017-02-13T13:26:08Z,main,https://github.com/grafana/grafana/releases/tag/v4.1.2,False,False
v4.1.1,v4.1.1,2017-01-12T10:14:37Z,main,https://github.com/grafana/grafana/releases/tag/v4.1.1,False,False
v4.1.0,v4.1.0,2017-01-11T11:11:20Z,main,https://github.com/grafana/grafana/releases/tag/v4.1.0,False,False
v4.1.0-beta1,Grafana v4.1.0-beta1,2016-12-21T07:44:58Z,main,https://github.com/grafana/grafana/releases/tag/v4.1.0-beta1,False,False
v4.0.2,Grafana v4.0.2,2016-12-08T14:13:59Z,main,https://github.com/grafana/grafana/releases/tag/v4.0.2,False,False
v4.0.1,Grafana v4.0.1,2016-12-03T02:23:50Z,main,https://github.com/grafana/grafana/releases/tag/v4.0.1,False,False
v4.0.0,Grafana v4.0.0,2016-11-29T20:00:17Z,main,https://github.com/grafana/grafana/releases/tag/v4.0.0,False,False
v4.0.0-beta2,Grafana v4.0.0-beta2,2016-11-21T10:50:10Z,main,https://github.com/grafana/grafana/releases/tag/v4.0.0-beta2,False,False
v4.0.0-beta1,Grafana v4.0.0-beta1,2016-11-09T13:11:57Z,main,https://github.com/grafana/grafana/releases/tag/v4.0.0-beta1,False,False
v3.1.1,Grafana v3.1.1,2016-08-01T11:22:14Z,v3.1.x,https://github.com/grafana/grafana/releases/tag/v3.1.1,False,False
