tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
0.7.4,v0.7.4,2024-11-19T08:15:52Z,a0d8711d5cc611d90ea275ff6df603788a978ddd,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.7.4,False,False
0.7.3,v0.7.3,2024-11-08T03:42:42Z,e527a1843e00ca077806480a9961925e4fcf4d85,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.7.3,False,False
0.7.2,v0.7.2,2024-10-22T03:36:07Z,251b16cb623b224f5f16279cabf08e6fe219effb,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.7.2,False,False
0.7.1,v0.7.1,2024-10-08T10:31:38Z,8c956afabdf88f96d490caf4b5575b7c8f1bee16,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.7.1,False,False
0.7.0,v0.7.0,2024-09-24T13:01:58Z,e125e9493a96640fc96572e393cf928742762fea,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.7.0,False,False
0.6.9,v0.6.9,2024-09-10T06:48:01Z,055af0332086d9adbaf8af16cb5dfb8464353e8d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.9,False,False
0.6.8,v0.6.8,2024-09-02T11:05:13Z,dda798752fc570327dab544f9969254b6568b3f8,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.8,False,False
0.6.7.2,v0.6.7.2,2024-08-20T13:44:14Z,88e008e34e5210f6e06990cabe04bdf384414a94,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.7.2,False,False
0.6.7.1,v0.6.7.1,2024-08-14T14:10:36Z,495601b68338e2c3f36704e1903a0d770ec39320,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.7.1,False,False
0.6.7,v0.6.7,2024-08-13T07:14:25Z,f1ad03eaa94cb225713c49fe02289b547ee2301d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.7,False,False
0.6.6,v0.6.6,2024-07-30T12:28:42Z,81532d014ea0c9643dbd6dfabecd3bc6f7b84cc7,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.6,False,False
0.6.5,v0.6.5,2024-07-24T06:55:02Z,01747f13e87ae55a22e02ee196b1bb23ee0e286f,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.5,False,False
0.6.4,v0.6.4,2024-07-16T08:38:46Z,f36e3ae378be21f930113f9d94ef1ceaf7014cc0,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.4,False,False
0.6.3,v0.6.3,2024-07-08T07:15:04Z,655a2b70936215313f226a032dd85167285707a2,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.3,False,False
0.6.2,v0.6.2,2024-07-02T08:26:29Z,6d0c9f766bd73ad07dad34dfff7fe9d8bffda418,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.2,False,False
0.6.1,v0.6.1,2024-06-20T13:27:38Z,release/0.6.1,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.1,False,False
0.6.0,v0.6.0,2024-06-19T11:35:31Z,8557383a89a1038d6bebea94ba3a23b046b77262,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.6.0,False,True
0.5.9,v0.5.9,2024-06-06T03:19:18Z,d73e388d019da3ff09d484d521b19d8ad4b0d749,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.9,False,False
0.5.8,v0.5.8,2024-05-21T11:42:37Z,b2978e0d6c5d7220bc715d412e58716f0b76aa3e,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.8,False,False
0.5.7,v0.5.7,2024-05-10T09:26:00Z,05603c947297882584ed03454ff8b052442ad035,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.7,False,False
0.5.6,v0.5.6,2024-05-07T11:45:07Z,6220680ce093da2d6e83c00dae0a43eb64fc3b18,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.6,False,False
0.5.5,v0.5.5,2024-04-25T06:53:52Z,65a289648eb434290f2e302b2360109cd954f543,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.5,False,False
0.5.4,v0.5.4,2024-04-09T06:30:53Z,09f53177680be1e32066dcbaab9600053c06845d,https://github.com/AppFlowy-IO/AppFlowy/releases/tag/0.5.4,False,False
