tag_name,release_name,published_at,target_commitish,html_url,draft,prerelease
24.0.4,24.0.4,2024-05-08T06:35:37Z,main,https://github.com/keycloak/keycloak/releases/tag/24.0.4,False,False
24.0.3,24.0.3,2024-04-16T17:20:28Z,main,https://github.com/keycloak/keycloak/releases/tag/24.0.3,False,False
24.0.2,24.0.2,2024-03-24T22:33:12Z,main,https://github.com/keycloak/keycloak/releases/tag/24.0.2,False,False
24.0.1,24.0.1,2024-03-05T08:29:04Z,main,https://github.com/keycloak/keycloak/releases/tag/24.0.1,False,False
24.0.0,24.0.0,2024-03-04T09:49:41Z,main,https://github.com/keycloak/keycloak/releases/tag/24.0.0,False,False
23.0.7,23.0.7,2024-02-22T09:05:48Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.7,False,False
23.0.6,23.0.6,2024-02-02T14:15:35Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.6,False,False
23.0.5,23.0.5,2024-01-29T08:15:36Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.5,False,False
23.0.4,23.0.4,2024-01-08T13:48:54Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.4,False,False
23.0.3,23.0.3,2023-12-15T14:11:09Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.3,False,False
23.0.2,23.0.2,2023-12-14T19:53:43Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.2,False,False
23.0.1,23.0.1,2023-11-29T06:07:19Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.1,False,False
23.0.0,23.0.0,2023-11-23T15:05:15Z,main,https://github.com/keycloak/keycloak/releases/tag/23.0.0,False,False
22.0.5,22.0.5,2023-10-24T10:22:23Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.5,False,False
22.0.4,22.0.4,2023-10-04T09:03:46Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.4,False,False
22.0.3,22.0.3,2023-09-12T17:46:24Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.3,False,False
22.0.2,22.0.2,2023-09-11T11:06:31Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.2,False,False
22.0.1,22.0.1,2023-07-18T09:57:40Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.1,False,False
22.0.0,22.0.0,2023-07-11T14:55:57Z,main,https://github.com/keycloak/keycloak/releases/tag/22.0.0,False,False
21.1.2,21.1.2,2023-06-28T06:39:51Z,main,https://github.com/keycloak/keycloak/releases/tag/21.1.2,False,False
21.1.1,21.1.1,2023-04-26T10:24:38Z,main,https://github.com/keycloak/keycloak/releases/tag/21.1.1,False,False
21.1.0,21.1.0,2023-04-19T08:10:05Z,main,https://github.com/keycloak/keycloak/releases/tag/21.1.0,False,False
21.0.2,21.0.2,2023-03-30T11:12:04Z,main,https://github.com/keycloak/keycloak/releases/tag/21.0.2,False,False
21.0.1,21.0.1,2023-03-01T19:08:23Z,main,https://github.com/keycloak/keycloak/releases/tag/21.0.1,False,False
21.0.0,21.0.0,2023-02-23T09:15:01Z,main,https://github.com/keycloak/keycloak/releases/tag/21.0.0,False,False
20.0.5,20.0.5,2023-02-21T06:16:47Z,main,https://github.com/keycloak/keycloak/releases/tag/20.0.5,False,False
20.0.3,20.0.3,2023-01-12T16:19:25Z,main,https://github.com/keycloak/keycloak/releases/tag/20.0.3,False,False
20.0.2,20.0.2,2022-12-13T14:24:01Z,main,https://github.com/keycloak/keycloak/releases/tag/20.0.2,False,False
20.0.1,20.0.1,2022-11-07T20:08:54Z,main,https://github.com/keycloak/keycloak/releases/tag/20.0.1,False,False
20.0.0,20.0.0,2022-11-01T13:17:41Z,main,https://github.com/keycloak/keycloak/releases/tag/20.0.0,False,False
19.0.3,19.0.3,2022-10-06T12:12:17Z,main,https://github.com/keycloak/keycloak/releases/tag/19.0.3,False,False
19.0.2,19.0.2,2022-09-14T07:08:22Z,main,https://github.com/keycloak/keycloak/releases/tag/19.0.2,False,False
19.0.1,19.0.1,2022-07-29T11:17:02Z,main,https://github.com/keycloak/keycloak/releases/tag/19.0.1,False,False
19.0.0,19.0.0,2022-07-27T11:18:49Z,main,https://github.com/keycloak/keycloak/releases/tag/19.0.0,False,False
18.0.2,18.0.2,2022-06-24T12:04:55Z,main,https://github.com/keycloak/keycloak/releases/tag/18.0.2,False,False
18.0.1,18.0.1,2022-06-16T12:38:35Z,main,https://github.com/keycloak/keycloak/releases/tag/18.0.1,False,False
18.0.0,18.0.0,2022-04-20T19:28:18Z,main,https://github.com/keycloak/keycloak/releases/tag/18.0.0,False,False
17.0.1,17.0.1,2022-03-23T08:13:16Z,main,https://github.com/keycloak/keycloak/releases/tag/17.0.1,False,False
17.0.0,17.0.0,2022-02-11T19:55:34Z,main,https://github.com/keycloak/keycloak/releases/tag/17.0.0,False,False
16.1.1,16.1.1,2022-01-25T10:11:13Z,main,https://github.com/keycloak/keycloak/releases/tag/16.1.1,False,False
16.1.0,16.1.0,2021-12-20T15:59:13Z,main,https://github.com/keycloak/keycloak/releases/tag/16.1.0,False,False
16.0.0,16.0.0,2021-12-17T15:47:18Z,main,https://github.com/keycloak/keycloak/releases/tag/16.0.0,False,False
15.1.1,15.1.1,2021-12-17T09:56:37Z,main,https://github.com/keycloak/keycloak/releases/tag/15.1.1,False,False
15.1.0,15.1.0,2021-12-10T14:12:27Z,main,https://github.com/keycloak/keycloak/releases/tag/15.1.0,False,False
15.0.2,15.0.2,2021-08-20T08:36:21Z,main,https://github.com/keycloak/keycloak/releases/tag/15.0.2,False,False
15.0.1,15.0.1,2021-08-07T08:06:05Z,main,https://github.com/keycloak/keycloak/releases/tag/15.0.1,False,False
15.0.0,15.0.0,2021-07-30T12:02:07Z,main,https://github.com/keycloak/keycloak/releases/tag/15.0.0,False,False
14.0.0,14.0.0,2021-06-18T08:29:53Z,main,https://github.com/keycloak/keycloak/releases/tag/14.0.0,False,False
13.0.1,13.0.1,2021-05-25T09:46:51Z,main,https://github.com/keycloak/keycloak/releases/tag/13.0.1,False,False
13.0.0,13.0.0,2021-05-06T12:16:54Z,main,https://github.com/keycloak/keycloak/releases/tag/13.0.0,False,False
12.0.4,12.0.4,2021-03-01T08:05:42Z,main,https://github.com/keycloak/keycloak/releases/tag/12.0.4,False,False
12.0.3,12.0.3,2021-02-16T08:10:19Z,main,https://github.com/keycloak/keycloak/releases/tag/12.0.3,False,False
12.0.2,12.0.2,2021-01-19T06:21:26Z,main,https://github.com/keycloak/keycloak/releases/tag/12.0.2,False,False
12.0.1,12.0.1,2020-12-18T10:28:28Z,main,https://github.com/keycloak/keycloak/releases/tag/12.0.1,False,False
12.0.0,,2020-12-17T07:45:38Z,master,https://github.com/keycloak/keycloak/releases/tag/12.0.0,False,False
